道具,品阶,道具分类,适用职业,掉落来源(怪物),地图,刷新点位,道具属性,掉落概率,是否可制作,制作材料
盔甲魔法卷轴,普通,材料,全职业,欧吉,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",无属性,0.05%,否,
武器魔法卷轴,普通,材料,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
自我加速药水,普通,消耗品,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,2%,否,
钢铁原石,普通,材料,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,残酷的骷髅剑士,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
木材,普通,材料,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
自我加速药水,普通,消耗品,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,2%,否,
钢铁原石,普通,材料,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,残酷的骷髅弓箭手,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
自我加速药水,普通,消耗品,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,2%,否,
钢铁原石,普通,材料,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,残酷的骷髅斧兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
自我加速药水,普通,消耗品,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,2%,否,
钢铁原石,普通,材料,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,残酷的骷髅枪兵,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,0.05%,否,
自我加速药水,普通,消耗品,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,2%,否,
钢铁原石,普通,材料,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,残酷的骷髅魔法师,古鲁丁,"607,659,0~719,723,0²",无属性,0.1%,否,
保护者斗篷,普通,防具,全职业,长者,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",物理防御力（AC）: 3,5%,否,
武器魔法卷轴,普通,材料,全职业,长者,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",无属性,0.05%,否,
玛娜药水,普通,消耗品,全职业,长者,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",无属性,10%,否,
盔甲魔法卷轴,普通,材料,全职业,长者,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",无属性,0.05%,否,
瞬间移动卷轴,普通,消耗品,全职业,长者,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²",无属性,10%,否,
武器魔法卷轴,普通,材料,全职业,食人妖精,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,食人妖精,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.05%,否,
瞬间移动卷轴,普通,消耗品,全职业,食人妖精,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,20%,否,
瞬间移动卷轴,普通,消耗品,全职业,食尸鬼,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,5%,否,
治愈药水,普通,消耗品,全职业,骷髅,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 210,166,0~327,269,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 216,410,0~328,494,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²; 125,290,0~215,347,0²",无属性,1%,否,
自我加速药水,普通,消耗品,全职业,骷髅,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 210,166,0~327,269,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 216,410,0~328,494,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²; 125,290,0~215,347,0²",无属性,25%,否,
钢盔,普通,防具,全职业,骷髅,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 210,166,0~327,269,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 216,410,0~328,494,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²; 125,290,0~215,347,0²",物理防御力（AC）: 1,0.01%,否,
钢铁原石,普通,材料,全职业,骷髅,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 210,166,0~327,269,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 216,410,0~328,494,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²; 125,290,0~215,347,0²",无属性,0.1%,否,
骨头,普通,材料,全职业,骷髅,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 210,166,0~327,269,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 216,410,0~328,494,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²; 125,290,0~215,347,0²",无属性,0.1%,否,
抗魔法斗篷,普通,防具,全职业,骷髅弓箭手,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 210,166,0~327,269,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 216,410,0~328,494,0²; 125,290,0~215,347,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²",物理防御力（AC）: 1; 魔法防御（MR）: 10,10%,否,
木材,普通,材料,全职业,骷髅弓箭手,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 210,166,0~327,269,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 216,410,0~328,494,0²; 125,290,0~215,347,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²",无属性,0.1%,否,
自我加速药水,普通,消耗品,全职业,骷髅弓箭手,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²; 210,166,0~327,269,0²; 171,269,0~327,323,0²; 215,323,0~328,410,0²; 216,410,0~328,494,0²; 125,290,0~215,347,0²; 148,464,0~257,576,0²; 257,494,0~328,557,0²",无属性,5%,否,
骨头,普通,材料,全职业,骷髅斧手,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.1%,否,
抗魔法斗篷,普通,防具,全职业,骷髅枪兵,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",物理防御力（AC）: 1; 魔法防御（MR）: 10,5%,否,
自我加速药水,普通,消耗品,全职业,骷髅枪兵,古鲁丁,"760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,5%,否,
木材,普通,材料,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.05%,否,
瞬间移动卷轴,普通,消耗品,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,0.5%,否,
瞬间移动卷轴,普通,消耗品,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,25%,否,
自我加速药水,普通,消耗品,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,1%,否,
自我加速药水,普通,消耗品,全职业,黑暗妖精弓箭手,古鲁丁,"419,723,0~480,861,0²; 481,723,0~567,801,0²; 480,801,0~550,902,0²; 548,901,0~646,975,0²; 550,854,0~646,901,0²; 550,801,0~646,854,0²; 567,723,0~645,801,0²; 645,723,0~720,830,0²; 646,830,0~722,940,0²; 760,174,0~849,302,0²; 682,85,0~760,201,0²; 615,85,0~682,201,0²; 418,58,0~615,154,0²; 327,156,0~425,264,0²; 425,155,0~517,253,0²; 517,155,0~615,253,0²; 615,201,0~687,326,0²; 687,201,0~760,327,0²; 517,253,0~615,350,0²; 425,253,0~517,350,0²; 327,264,0~425,351,0²; 328,351,0~425,431,0²; 425,351,0~595,430,0²; 425,430,0~509,509,0²; 328,431,0~426,509,0²",无属性,2%,否,
银钉皮甲,普通,防具,武士/恶魔猎手,狼人,古鲁丁,"509,454,0~617,354,0²; 457,509,0~523,621,0²; 523,534,0~657,598,0²; 523,598,0~680,659,0²; 523,659,0~607,723,0²; 459,621,0~523,723,0²",物理防御力（AC）: 3,10%,否,
神官魔杖,普通,武器,法师,咒术师斯科特,古鲁丁,"649,677,0",大型怪物攻击力&max: 9; 小型怪物攻击力&max: 9; 攻击间隔: 0.88,0.01%,是,"材料ID:2040,2704,2097,2720 x1,100,300,100 (概率: 100.0%)"
神官魔法书,普通,防具,法师,咒术师斯科特,古鲁丁,"649,677,0",最大MP&固定值: 50; 物理防御力（AC）: 3; MP恢复tic: 3,0.01%,是,"材料ID:2041,2704,2097,2735 x1,92,276,8 (概率: 100.0%)"
巫术魔法杖,普通,武器,法师,妖魔魔法师,古鲁丁,"509,454,0~617,354,0²; 457,509,0~523,621,0²; 523,534,0~657,598,0²; 523,598,0~680,659,0²; 523,659,0~607,723,0²; 459,621,0~523,723,0²",大型怪物攻击力&max: 3; 小型怪物攻击力&max: 2; 魔法伤害: 1; 攻击间隔: 0.88,4%,否,
